ticker,company_name,year,market_cap,category,sector,industry,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
KREBSBIO,Krebs Biochemicals And Industries Ltd,1991,₹168 Cr,Micro Cap,Healthcare,Drug Manufacturers - Specialty & Generic,₹78,0.72%,₹66,₹129,18.19%,-39.45%,₹79,₹84,₹86,0.32%,1.08%,-4.49%,2.03%,-17.19%,-4.43%,-26.88%,-9.91%,577,1910,2356,24872,16022,-97.68%,-92.32%,-90.53%,-96.40%,-88.08%,-85.29%,55.24%,0.0,₹78,,-12,-12,
KRISHIVAL,Krishival Foods Ltd,2014,₹843 Cr,Small Cap,Consumer Defensive,Packaged Foods,₹378,5.00%,₹354,₹435,6.78%,-13.09%,₹387,₹379,₹302,5.56%,0.04%,-3.15%,53.85%,58.09%,,26.67%,,16335,14475,14682,19865,15075,-17.77%,-27.13%,-26.09%,8.36%,-3.97%,-2.61%,31.77%,0.8,₹360,62,6,6,
JINDALSAW,Jindal SAW Ltd,1984,"₹12,661 Cr",Mid Cap,Basic Materials,Steel,₹199,-2.38%,₹199,₹384,,-48.29%,₹217,₹227,₹254,-0.82%,-6.12%,-10.07%,-6.47%,-16.98%,-34.60%,375.08%,588.29%,2118494,1481015,1213382,2801936,2207968,-24.39%,-47.14%,-56.69%,-4.05%,-32.92%,-45.05%,26.90%,0.8,₹203,7,27,27,
JUBLCPL,Jubilant Agri and Consumer Products Ltd,2008,"₹3,776 Cr",Small Cap,Basic Materials,Specialty Chemicals,"₹2,508",-3.62%,"₹1,020","₹2,732",145.88%,-8.20%,"₹2,155","₹1,872","₹1,572",-2.23%,10.26%,51.37%,65.08%,,,,,67196,61929,27661,12553,10996,435.30%,393.34%,120.36%,511.07%,463.17%,151.55%,14.15%,5.4,"₹2,602",44,58,58,
KPEL,K.P. Energy Ltd,2010,"₹2,854 Cr",Small Cap,Industrials,Engineering & Construction,₹428,-2.07%,₹337,₹675,27.15%,-36.59%,₹499,₹510,₹472,-0.39%,-5.93%,-13.48%,-2.04%,11.84%,,,,364120,341715,524695,505334,405047,-27.94%,-32.38%,3.83%,-10.10%,-15.64%,29.54%,24.76%,0.7,₹437,23,18,18,
KEI,KEI Industries Ltd,1992,"₹35,997 Cr",Large Cap,Industrials,Electrical Equipment & Parts,"₹3,767",-1.13%,"₹2,424","₹4,780",55.41%,-21.19%,"₹3,882","₹3,787","₹3,691",0.46%,-1.30%,2.56%,9.40%,5.81%,-11.77%,170.27%,931.39%,175427,186194,324787,336882,638688,-47.93%,-44.73%,-3.59%,-72.53%,-70.85%,-49.15%,-47.25%,0.5,"₹3,810",48,79,79,
KRN,KRN Heat Exchanger and Refrigeration Ltd,2017,"₹5,569 Cr",Mid Cap,Technology,Electronic Components,₹896,2.44%,₹402,"₹1,012",122.83%,-11.46%,₹853,₹832,₹808,2.34%,6.27%,1.35%,10.85%,8.66%,,,,1352056,816583,647783,749433,1388329,80.41%,8.96%,-13.56%,-2.61%,-41.18%,-53.34%,-46.02%,1.8,₹875,97,9,9,
KABRAEXTRU,Kabra Extrusion Technik Ltd,1982,₹871 Cr,Small Cap,Industrials,Specialty Industrial Machinery,₹249,-0.74%,₹243,₹590,2.64%,-57.80%,₹284,₹287,₹363,0.86%,-1.69%,-17.23%,-10.28%,-38.90%,-33.95%,-28.08%,292.55%,17991,20102,47171,35649,63717,-49.53%,-43.61%,32.32%,-71.76%,-68.45%,-25.97%,-44.05%,0.5,₹251,39,6,6,
KALPATARU,Kalpataru Limited,1981,"₹8,427 Cr",Mid Cap,Real Estate,Real Estate - Development,₹409,0.63%,₹346,₹457,18.35%,-10.53%,₹400,₹407,₹407,-0.21%,12.54%,-3.29%,,,,,,191158,441267,290179,805129,805129,-76.26%,-45.19%,-63.96%,-76.26%,-45.19%,-63.96%,0.00%,0.2,₹407,390,1,1,
INTENTECH,Intense Technologies Ltd,1990,₹194 Cr,Micro Cap,Technology,Software - Infrastructure,₹84,-0.89%,₹81,₹160,3.73%,-47.79%,₹86,₹90,₹105,-0.02%,-0.36%,-5.41%,-25.53%,-22.74%,-41.89%,28.60%,98.42%,24153,40815,48639,84470,63763,-71.41%,-51.68%,-42.42%,-62.12%,-35.99%,-23.72%,32.48%,0.3,₹84,12,7,7,
IGIL,International Gemmological Ins India Ltd,1999,"₹14,467 Cr",Mid Cap,Basic Materials,Other Precious Metals & Mining,₹334,1.44%,₹282,₹642,18.44%,-48.00%,₹384,₹381,₹411,1.70%,-8.52%,-14.24%,-12.53%,-26.94%,,,,947373,718534,999296,950864,1511692,-0.37%,-24.43%,5.09%,-37.33%,-52.47%,-33.90%,-37.10%,1.0,₹329,29,11,11,
JITFINFRA,JITF Infralogistics Ltd,2008,₹836 Cr,Small Cap,Industrials,Engineering & Construction,₹325,-1.53%,₹318,"₹1,215",2.46%,-73.22%,₹349,₹367,₹487,0.88%,-4.69%,-9.71%,-23.21%,-25.09%,-68.51%,99.82%,4912.03%,24204,26623,29120,22039,22684,9.83%,20.80%,32.13%,6.70%,17.36%,28.37%,-2.85%,1.1,₹330,,-29,-29,
JSWHL,JSW Holdings Ltd,2001,"₹19,747 Cr",Mid Cap,Industrials,Conglomerates,"₹17,700",-1.06%,"₹6,455","₹27,740",174.21%,-36.19%,"₹20,394","₹21,393","₹19,702",-0.84%,-6.32%,-19.93%,-27.12%,7.74%,169.87%,398.30%,783.88%,1056,1910,1062,1698,4273,-37.81%,12.48%,-37.44%,-75.29%,-55.30%,-75.14%,-60.26%,0.6,"₹17,890",111,160,160,
JSWSTEEL,JSW Steel Ltd,1994,"₹255,234 Cr",Mega Cap,Basic Materials,Steel,"₹1,047",-0.54%,₹880,"₹1,075",18.98%,-2.60%,"₹1,040","₹1,025",₹990,0.23%,0.24%,1.56%,1.62%,9.69%,16.22%,56.58%,297.63%,1231299,1718736,1667451,1832226,1848451,-32.80%,-6.19%,-8.99%,-33.39%,-7.02%,-9.79%,-0.88%,0.7,"₹1,053",53,20,20,
JAYBARMARU,Jay Bharat Maruti Ltd,1987,₹943 Cr,Small Cap,Consumer Cyclical,Auto Parts,₹87,-1.35%,₹56,₹111,56.31%,-21.55%,₹79,₹79,₹77,-2.89%,-1.54%,13.01%,25.44%,18.88%,-18.82%,33.27%,109.21%,155841,420950,303905,175753,136678,-11.33%,139.51%,72.92%,14.02%,207.99%,122.35%,28.59%,0.9,₹88,19,5,5,
JAYAGROGN,Jayant Agro-Organics Ltd,1992,₹756 Cr,Small Cap,Basic Materials,Specialty Chemicals,₹253,1.77%,₹201,₹357,25.43%,-29.21%,₹252,₹253,₹260,-0.58%,5.02%,-1.73%,-0.63%,-9.85%,-17.84%,14.06%,176.51%,12025,13469,15709,13101,13931,-8.22%,2.80%,19.90%,-13.68%,-3.32%,12.77%,-5.95%,0.9,₹248,14,19,19,
JAYNECOIND,Jayaswal Neco Industries Ltd,1972,"₹5,791 Cr",Mid Cap,Basic Materials,Steel,₹62,13.80%,₹28,₹62,119.68%,-0.47%,₹48,₹43,₹39,11.36%,11.34%,40.89%,38.62%,70.29%,31.02%,174.21%,1906.33%,145027137,68633400,99828795,34810867,18574316,316.61%,97.16%,186.77%,680.79%,269.51%,437.46%,87.41%,4.2,₹54,25,2,2,
INDOFARM,Indo Farm Equipment Ltd,1994,"₹1,010 Cr",Small Cap,Industrials,Farm & Heavy Construction Machinery,₹210,1.98%,₹137,₹293,53.51%,-28.38%,₹203,₹185,₹181,-1.22%,8.01%,13.03%,28.98%,7.62%,,,,661606,590769,265858,119750,172122,452.49%,393.33%,122.01%,284.38%,243.23%,54.46%,-30.43%,5.5,₹206,37,6,6,
INDORAMA,Indo Rama Synthetics (India) Ltd,1986,"₹1,331 Cr",Small Cap,Consumer Cyclical,Textile Manufacturing,₹51,1.64%,₹32,₹60,58.75%,-14.62%,₹51,₹50,₹42,4.24%,2.20%,4.64%,16.92%,20.07%,15.88%,-16.37%,213.86%,51924,67525,98954,441935,294381,-88.25%,-84.72%,-77.61%,-82.36%,-77.06%,-66.39%,50.12%,0.1,₹50,947,0,0,
IGCL,Indogulf Cropsciences Ltd,1993,₹674 Cr,Small Cap,Basic Materials,Agricultural Inputs,₹106,-0.85%,₹101,₹122,4.52%,-13.48%,₹110,₹109,₹109,0.47%,1.43%,-0.48%,,,,,,158650,365100,888984,957983,957983,-83.44%,-61.89%,-7.20%,-83.44%,-61.89%,-7.20%,0.00%,0.2,₹106,15,7,7,
WAAREEINDO,Indosolar Limited,2005,"₹1,573 Cr",Small Cap,Technology,Solar,₹378,5.00%,₹165,₹378,129.11%,,₹321,₹263,₹263,,10.25%,47.72%,,,,,,1393,1173,1676,2295,2295,-39.30%,-48.87%,-26.97%,-39.30%,-48.87%,-26.97%,0.00%,0.6,₹360,,,-4,-100.00%
INSPIRISYS,Inspirisys Solutions Ltd,1995,₹414 Cr,Micro Cap,Technology,Information Technology Services,₹104,-0.39%,₹67,₹177,56.93%,-40.83%,₹105,₹105,₹99,0.04%,-2.18%,-0.46%,-4.66%,16.33%,-32.51%,93.88%,281.42%,18209,9550,8619,20411,29637,-10.79%,-53.21%,-57.77%,-38.56%,-67.78%,-70.92%,-31.13%,0.9,₹105,16,7,7,
HISARMETAL,Hisar Metal Industries Ltd(NDA),1990,₹102 Cr,Micro Cap,Basic Materials,Steel,₹188,-3.04%,₹160,₹247,17.46%,-23.78%,₹202,₹198,₹196,-2.65%,-8.95%,-2.81%,-5.57%,-0.78%,0.11%,55.29%,154.22%,16030,14083,21389,11142,9592,43.87%,26.40%,91.97%,67.12%,46.83%,122.99%,16.16%,1.4,₹194,32,6,6,
HUBTOWN,Hubtown Ltd,1989,"₹4,869 Cr",Small Cap,Real Estate,Real Estate - Development,₹349,2.21%,₹162,₹352,115.06%,-0.97%,₹321,₹271,₹246,-2.51%,-1.63%,12.11%,79.08%,39.04%,27.88%,273.69%,2716.95%,2149679,1139232,1377320,1529964,958566,40.51%,-25.54%,-9.98%,124.26%,18.85%,43.69%,59.61%,1.4,₹341,82,4,4,
HYUNDAI,Hyundai Motor India Ltd,1996,"₹179,043 Cr",Large Cap,Consumer Cyclical,Auto Manufacturers,"₹2,202",2.34%,"₹1,542","₹2,265",42.84%,-2.79%,"₹2,135","₹2,069","₹1,849",4.27%,3.52%,4.41%,22.19%,19.96%,,,,1064558,449665,439508,969571,1188905,9.80%,-53.62%,-54.67%,-10.46%,-62.18%,-63.03%,-18.45%,1.1,"₹2,152",32,68,68,
IKIO,IKIO Technologies Ltd,2016,"₹1,468 Cr",Small Cap,Technology,Electronic Components,₹190,0.18%,₹166,₹316,14.46%,-39.87%,₹201,₹210,₹228,0.78%,-0.02%,-8.16%,-13.92%,-6.33%,-33.52%,,,24032,39697,53258,68888,160478,-65.11%,-42.37%,-22.69%,-85.02%,-75.26%,-66.81%,-57.07%,0.3,₹190,66,3,3,
INOXGREEN,Inox Green Energy Services Ltd,2012,"₹5,795 Cr",Mid Cap,Utilities,Utilities - Renewable,₹159,1.57%,₹104,₹225,52.59%,-29.36%,₹163,₹161,₹152,1.76%,-1.31%,6.79%,8.49%,16.69%,-14.58%,,,609009,267429,675424,1923297,2262141,-68.34%,-86.10%,-64.88%,-73.08%,-88.18%,-70.14%,-14.98%,0.3,₹156,294,1,1,
IOLCP,IOL Chemicals and Pharmaceuticals Ltd,1986,"₹2,651 Cr",Small Cap,Healthcare,Drug Manufacturers - Specialty & Generic,₹90,0.07%,₹58,₹108,57.04%,-16.03%,₹96,₹93,₹78,2.02%,-3.20%,-0.78%,19.50%,22.56%,18.42%,28.72%,-41.68%,899503,2199601,2821998,2032744,1433440,-55.75%,8.21%,38.83%,-37.25%,53.45%,96.87%,41.81%,0.4,₹90,26,3,3,
IGARASHI,Igarashi Motors India Ltd,1992,"₹1,567 Cr",Small Cap,Consumer Cyclical,Auto Parts,₹498,-4.37%,₹401,₹849,24.15%,-41.35%,₹585,₹535,₹586,-4.53%,-20.00%,-11.21%,0.24%,-19.39%,-20.55%,50.83%,71.19%,66538,239780,161301,97100,74730,-31.47%,146.94%,66.12%,-10.96%,220.86%,115.85%,29.93%,0.7,₹521,65,8,8,
BAJAJINDEF,Indef Manufacturing Ltd,2022,"₹1,254 Cr",Small Cap,Industrials,Farm & Heavy Construction Machinery,₹390,-3.00%,₹199,₹580,95.74%,-32.79%,₹426,₹430,₹322,-7.55%,-9.78%,-14.66%,62.58%,,,,,29583,40911,54238,216598,135563,-86.34%,-81.11%,-74.96%,-78.18%,-69.82%,-59.99%,59.78%,0.1,₹402,37,11,11,
HECPROJECT,HEC Infra Projects Ltd,2005,₹161 Cr,Micro Cap,Industrials,Engineering & Construction,₹150,0.83%,₹82,₹184,82.89%,-18.53%,₹157,₹159,₹127,5.77%,4.08%,1.62%,34.84%,37.80%,49.86%,434.30%,,8140,20453,9177,24725,15799,-67.08%,-17.28%,-62.88%,-48.48%,29.46%,-41.91%,56.50%,0.3,₹149,,,5,-100.00%
HMT,HMT Ltd,1953,"₹6,610 Cr",Mid Cap,Industrials,Farm & Heavy Construction Machinery,₹55,-0.15%,₹45,₹97,22.00%,-43.40%,₹59,₹64,₹60,0.31%,-1.16%,-13.22%,9.90%,-9.48%,-36.15%,132.70%,233.23%,2959,4364,7875,17973,15879,-83.54%,-75.72%,-56.18%,-81.37%,-72.52%,-50.41%,13.18%,0.2,₹55,,-4,-4,
HARRMALAYA,Harrisons Malayalam Ltd,1978,₹407 Cr,Micro Cap,Consumer Defensive,Farm Products,₹220,-1.24%,₹171,₹342,28.80%,-35.75%,₹213,₹214,₹232,-0.31%,8.63%,5.64%,7.32%,-0.44%,0.30%,47.17%,139.43%,24515,35827,20397,25509,26075,-3.90%,40.45%,-20.04%,-5.98%,37.40%,-21.77%,-2.17%,1.0,₹222,27,8,8,
HEXT,Hexaware Technologies Ltd,1992,"₹42,743 Cr",Large Cap,Technology,Information Technology Services,₹707,0.81%,₹590,₹900,19.76%,-21.45%,₹769,₹814,₹773,2.26%,-3.19%,-15.52%,-6.38%,,,,,413811,609480,869454,928257,1331442,-55.42%,-34.34%,-6.33%,-68.92%,-54.22%,-34.70%,-30.28%,0.4,₹701,33,22,22,
GODAVARIB,Godavari Biorefineries Ltd,1956,"₹1,453 Cr",Small Cap,Basic Materials,Chemicals,₹284,2.81%,₹145,₹409,95.86%,-30.49%,₹308,₹284,₹251,1.03%,-7.33%,-4.15%,43.25%,29.50%,,,,17067,43811,87631,124589,92902,-86.30%,-64.84%,-29.66%,-81.63%,-52.84%,-5.67%,34.11%,0.1,₹276,,-6,-6,
GODREJIND,Godrej Industries Ltd,1988,"₹36,880 Cr",Large Cap,Industrials,Conglomerates,"₹1,095",0.13%,₹766,"₹1,390",42.95%,-21.22%,"₹1,128","₹1,192","₹1,097",2.06%,-3.77%,1.77%,-0.94%,31.04%,25.60%,130.72%,199.42%,23594,87848,127566,328269,578702,-92.81%,-73.24%,-61.14%,-95.92%,-84.82%,-77.96%,-43.27%,0.1,"₹1,094",38,29,29,
GOLDIAM,Goldiam International Ltd,1986,"₹3,902 Cr",Small Cap,Consumer Cyclical,Luxury Goods,₹362,-0.49%,₹197,₹569,83.74%,-36.35%,₹350,₹350,₹384,-0.26%,3.44%,7.84%,-2.98%,-11.01%,51.22%,161.90%,1466.01%,2064841,1017210,580349,491144,934083,320.41%,107.11%,18.16%,121.06%,8.90%,-37.87%,-47.42%,4.2,₹364,33,11,11,
GREENPLY,Greenply Industries Ltd,1990,"₹3,848 Cr",Small Cap,Basic Materials,Lumber & Wood Production,₹308,-0.95%,₹245,₹412,25.70%,-25.21%,₹322,₹318,₹305,-1.16%,1.72%,1.52%,6.37%,7.41%,-16.39%,69.72%,249.97%,47075,70367,203663,160606,155342,-70.69%,-56.19%,26.81%,-69.70%,-54.70%,31.11%,3.39%,0.3,₹311,44,7,7,
HBLENGINE,HBL Engineering Ltd,1986,"₹19,180 Cr",Mid Cap,Industrials,Electrical Equipment & Parts,₹686,0.31%,₹405,₹713,69.40%,-3.78%,₹603,₹603,₹549,4.83%,12.32%,19.55%,24.22%,42.35%,,,,17899999,10849919,2989612,2384784,2619701,650.59%,354.96%,25.36%,583.28%,314.17%,14.12%,-8.97%,7.5,₹684,55,12,12,
GRPLTD,GRP Ltd,1974,"₹1,067 Cr",Small Cap,Consumer Cyclical,Auto Parts,"₹2,000",-1.06%,"₹1,980","₹4,815",1.01%,-58.46%,"₹2,336","₹2,583","₹2,837",0.57%,-8.38%,-19.33%,-24.38%,-24.21%,-47.03%,367.42%,1050.95%,3381,3905,6224,4487,3622,-24.65%,-12.97%,38.70%,-6.64%,7.83%,71.85%,23.90%,0.8,"₹2,022",38,53,53,
GALAPREC,Gala Precision Engineering Ltd,2009,"₹1,038 Cr",Small Cap,Industrials,Specialty Industrial Machinery,₹816,-0.58%,₹682,"₹1,480",19.65%,-44.86%,₹854,₹874,₹960,-1.31%,-2.22%,-10.35%,-8.07%,-18.79%,,,,9357,15043,21583,34314,51487,-72.73%,-56.16%,-37.10%,-81.83%,-70.78%,-58.08%,-33.35%,0.3,₹821,35,23,23,
GANGESSECU,Ganges Securities Ltd,2015,₹154 Cr,Micro Cap,Consumer Defensive,Packaged Foods,₹154,0.20%,₹125,₹230,23.04%,-33.15%,₹159,₹163,₹168,2.29%,-2.48%,-4.58%,1.49%,-4.60%,-6.79%,44.70%,360.41%,1471,2800,2277,4786,6812,-69.26%,-41.50%,-52.43%,-78.41%,-58.90%,-66.58%,-29.75%,0.3,₹153,30,5,5,
GARUDA,Garuda Construction and Engineering Ltd,2010,"₹1,585 Cr",Small Cap,Industrials,Engineering & Construction,₹171,-0.36%,₹77,₹206,121.93%,-16.95%,₹173,₹144,₹118,5.73%,-2.57%,29.38%,71.60%,53.74%,,,,486644,859782,6240001,3156983,1945014,-84.59%,-72.77%,97.66%,-74.98%,-55.80%,220.82%,62.31%,0.2,₹172,23,7,7,
GENCON,Generic Engineerng Constn and Prjcts Ltd,1994,₹235 Cr,Micro Cap,Industrials,Engineering & Construction,₹42,0.07%,₹22,₹54,88.98%,-22.43%,₹42,₹42,₹38,1.21%,-5.85%,4.90%,12.70%,23.37%,-17.04%,35.83%,,17599,25604,39409,100691,164566,-82.52%,-74.57%,-60.86%,-89.31%,-84.44%,-76.05%,-38.81%,0.2,₹41,26,2,2,
GILLETTE,Gillette India Ltd,1984,"₹33,688 Cr",Large Cap,Consumer Defensive,Household & Personal Products,"₹10,404",0.76%,"₹7,412","₹11,500",40.37%,-9.53%,"₹10,758","₹10,540","₹9,287",1.78%,-1.15%,-1.69%,27.14%,22.22%,36.83%,100.11%,108.09%,15211,19996,37644,42858,65835,-64.51%,-53.34%,-12.17%,-76.90%,-69.63%,-42.82%,-34.90%,0.4,"₹10,326",60,173,173,
GINNIFILA,Ginni Filaments Ltd,1982,₹448 Cr,Micro Cap,Consumer Cyclical,Textile Manufacturing,₹52,-5.01%,₹19,₹58,175.43%,-9.41%,₹48,₹46,₹33,-0.42%,10.07%,28.70%,42.35%,99.77%,74.59%,58.18%,349.92%,20314,229857,96639,133973,173465,-84.84%,71.57%,-27.87%,-88.29%,32.51%,-44.29%,-22.77%,0.2,₹55,30,2,2,
GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,1924,"₹43,826 Cr",Large Cap,Healthcare,Drug Manufacturers - General,"₹2,581",-3.95%,"₹1,921","₹3,516",34.36%,-26.59%,"₹2,995","₹3,179","₹2,700",1.29%,-0.48%,-14.62%,-5.46%,25.40%,-3.69%,87.71%,79.29%,141456,97904,89343,155261,254379,-8.89%,-36.94%,-42.46%,-44.39%,-61.51%,-64.88%,-38.96%,0.9,"₹2,687",46,56,56,
GLOBAL,Global Education Ltd,2011,₹333 Cr,Micro Cap,Consumer Defensive,Education & Training Services,₹66,-2.18%,₹41,₹90,59.76%,-27.22%,₹65,₹64,₹62,-2.93%,3.45%,1.25%,2.54%,17.34%,-5.30%,89.61%,,28921,31312,38270,61286,82676,-52.81%,-48.91%,-37.55%,-65.02%,-62.13%,-53.71%,-25.87%,0.5,₹67,13,5,5,
GLOBALVECT,Global Vectra Helicorp Limited,1998,₹316 Cr,Micro Cap,Industrials,Airports & Air Services,₹226,0.65%,₹198,₹346,14.08%,-34.59%,₹231,₹238,₹252,-0.44%,-3.46%,-14.08%,0.59%,-16.25%,-18.04%,363.78%,282.77%,11708,11342,25754,40601,28316,-71.16%,-72.06%,-36.57%,-58.65%,-59.94%,-9.05%,43.39%,0.3,₹225,,0,0,
GLOBECIVIL,Globe Civil Projects Ltd,2002,₹489 Cr,Micro Cap,Industrials,Engineering & Construction,₹82,1.96%,₹73,₹95,12.13%,-13.32%,₹84,₹83,₹83,1.77%,4.31%,5.89%,,,,,,231410,466339,1383511,1416725,1416725,-83.67%,-67.08%,-2.34%,-83.67%,-67.08%,-2.34%,0.00%,0.2,₹81,,,0,-100.00%
GLOSTERLTD,Gloster Ltd,1923,₹762 Cr,Small Cap,Consumer Cyclical,Textile Manufacturing,₹696,5.34%,₹533,₹886,30.59%,-21.44%,₹663,₹698,₹651,4.30%,8.45%,-2.72%,14.25%,14.30%,-9.64%,,,6559,5180,2428,4243,2860,54.60%,22.10%,-42.78%,129.33%,81.12%,-15.11%,48.34%,1.5,₹661,,-12,-12,
FIBERWEB,Fiberweb (India) Ltd,1985,₹139 Cr,Micro Cap,Consumer Cyclical,Textile Manufacturing,₹48,1.30%,₹35,₹66,38.65%,-26.88%,₹49,₹50,₹48,2.18%,1.93%,-1.78%,16.94%,7.22%,-7.86%,24.16%,,15898,22653,52540,98231,85918,-83.82%,-76.94%,-46.51%,-81.50%,-73.63%,-38.85%,14.33%,0.2,₹48,9,5,5,
GHCLTEXTIL,GHCL Textiles Ltd,2020,₹748 Cr,Small Cap,Consumer Cyclical,Textile Manufacturing,₹78,-0.97%,₹65,₹119,20.43%,-34.08%,₹88,₹91,₹90,-0.35%,-9.14%,-12.20%,-13.49%,-10.36%,-23.81%,,,65410,106045,103651,130338,160171,-49.82%,-18.64%,-20.48%,-59.16%,-33.79%,-35.29%,-18.63%,0.5,₹79,13,6,6,
GMMPFAUDLR,Gmm Pfaudler Ltd,1962,"₹5,903 Cr",Mid Cap,Industrials,Specialty Industrial Machinery,"₹1,313",0.30%,₹991,"₹1,530",32.48%,-14.18%,"₹1,320","₹1,244","₹1,174",-0.21%,-0.44%,-2.14%,16.70%,11.71%,0.95%,-17.23%,-32.21%,27077,43011,60889,83749,78135,-67.67%,-48.64%,-27.30%,-65.35%,-44.95%,-22.07%,7.19%,0.3,"₹1,309",111,12,12,
GMRAIRPORT,GMR Airports Ltd,1996,"₹93,342 Cr",Large Cap,Industrials,Airports & Air Services,₹88,-1.05%,₹68,₹97,30.45%,-8.89%,₹91,₹88,₹82,-1.03%,-3.27%,-3.56%,-0.83%,22.90%,-6.76%,152.57%,321.96%,5637915,7850016,10108545,11907301,13099090,-52.65%,-34.07%,-15.11%,-56.96%,-40.07%,-22.83%,-9.10%,0.5,₹89,,-1,-1,
EBGNG,GNG Electronics Ltd,2006,"₹3,660 Cr",Small Cap,Technology,Computer Hardware,₹322,1.79%,₹300,₹359,7.22%,-10.50%,₹318,₹318,₹318,5.14%,1.90%,,,,,,,684620,1308793,4673563,4673563,4673563,-85.35%,-72.00%,0.00%,-85.35%,-72.00%,0.00%,0.00%,0.1,₹316,45,7,7,
ELGIRUBCO,ELGI Rubber Co Ltd,1981,₹273 Cr,Micro Cap,Consumer Cyclical,Auto Parts,₹55,5.00%,₹48,₹155,13.28%,-64.77%,₹55,₹57,₹81,9.81%,7.86%,-9.88%,-14.87%,-40.74%,-37.63%,80.70%,242.94%,9927,7334,7784,11280,21863,-12.00%,-34.98%,-31.00%,-54.59%,-66.45%,-64.40%,-48.40%,0.9,₹52,,-1,-1,
ELLEN,Ellenbarrie Industrial Gases Ltd,1991,"₹7,272 Cr",Mid Cap,Basic Materials,Chemicals,₹516,1.94%,₹486,₹638,6.17%,-19.08%,₹556,₹562,₹562,1.16%,-5.72%,-10.15%,,,,,,542009,612840,820406,2038503,2038503,-73.41%,-69.94%,-59.75%,-73.41%,-69.94%,-59.75%,0.00%,0.3,₹506,87,6,6,
EMBDL,Embassy Developments Ltd,2006,"₹12,806 Cr",Mid Cap,Real Estate,Real Estate - Diversified,₹93,-2.05%,₹89,₹164,4.52%,-43.03%,₹108,₹114,₹119,-2.48%,-6.45%,-19.27%,-8.67%,-31.32%,-29.74%,,,6272151,4461294,3819138,4877622,5466409,28.59%,-8.54%,-21.70%,14.74%,-18.39%,-30.13%,-10.77%,1.3,₹95,65,1,1,
EIEL,Enviro Infra Engineers Ltd,2009,"₹4,292 Cr",Small Cap,Industrials,Engineering & Construction,₹243,-0.80%,₹182,₹392,33.41%,-38.00%,₹263,₹245,₹245,2.27%,-3.67%,-10.63%,18.62%,-1.06%,,,,3853393,4157246,7800561,7194847,5027297,-46.44%,-42.22%,8.42%,-23.35%,-17.31%,55.16%,43.12%,0.5,₹245,21,12,12,
ESTER,Ester Industries Ltd,1985,"₹1,018 Cr",Small Cap,Basic Materials,Specialty Chemicals,₹104,0.61%,₹103,₹178,1.29%,-41.39%,₹117,₹124,₹136,1.49%,-3.12%,-15.15%,-9.91%,-27.96%,-19.93%,-28.17%,61.52%,74178,80772,145306,281740,233910,-73.67%,-71.33%,-48.43%,-68.29%,-65.47%,-37.88%,20.45%,0.3,₹104,43,2,2,
ETERNAL,Eternal Ltd,2010,"₹277,670 Cr",Mega Cap,Consumer Cyclical,Internet Retail,₹305,-1.33%,₹210,₹314,45.48%,-2.91%,₹295,₹273,₹250,0.29%,3.83%,14.67%,27.91%,41.70%,20.70%,382.96%,,20834370,101560403,62499625,56418086,57033907,-63.07%,80.01%,10.78%,-63.47%,78.07%,9.58%,-1.08%,0.4,₹309,921,0,0,
EUREKAFORB,Eureka Forbes Ltd,1931,"₹10,772 Cr",Mid Cap,Consumer Cyclical,"Furnishings, Fixtures & Appliances",₹555,0.70%,₹462,₹656,20.24%,-15.35%,₹562,₹583,₹561,1.74%,-3.41%,-1.42%,3.26%,7.12%,,,,199152,183198,163727,204623,234536,-2.67%,-10.47%,-19.99%,-15.09%,-21.89%,-30.19%,-12.75%,1.0,₹551,66,8,8,
EUROBOND,Euro Panel Products Ltd,2013,₹544 Cr,Small Cap,Industrials,Building Products & Equipment,₹222,-0.86%,₹200,₹240,11.06%,-7.45%,₹210,₹193,₹179,1.19%,1.16%,13.35%,39.16%,35.81%,18.10%,,,16757,23813,46780,31274,21556,-46.42%,-23.86%,49.58%,-22.26%,10.47%,117.02%,45.08%,0.5,₹224,35,6,6,
DIFFNKG,Diffusion Engineers Ltd,2000,"₹1,268 Cr",Small Cap,Industrials,Specialty Industrial Machinery,₹341,4.00%,₹193,₹490,76.64%,-30.40%,₹332,₹319,₹300,3.23%,3.88%,6.66%,24.33%,20.62%,,,,229338,156322,399643,260428,161136,-11.94%,-39.98%,53.46%,42.33%,-2.99%,148.02%,61.62%,0.9,₹328,36,10,10,
