ticker,company_name,year,market_cap,category,sector,industry,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
REDTAPE,RedTape,2021,"₹1,732 Cr",Small Cap,Consumer Cyclical,Specialty Retailers,₹125,-1.87%,₹124,₹245,1.27%,-48.86%,₹133,₹132,₹167,-1.87%,-4.97%,-10.79%,-4.00%,-83.82%,-27.68%,,,193998,282652,640873,446892,405729,-56.59%,-36.75%,43.41%,-52.19%,-30.33%,57.96%,10.15%,0.4,₹128,41,3,3,
512068,Deccan Gold Mines Ltd,1984,"₹2,199 Cr",Small Cap,Basic Materials,Metals & Mining,₹140,0.94%,₹85,₹175,64.01%,-19.97%,₹141,₹142,₹122,0.94%,3.10%,-8.14%,19.06%,33.11%,-14.46%,365.56%,776.57%,311618,257206,368037,531422,486996,-41.74%,-51.92%,-30.69%,-36.01%,-47.19%,-24.43%,9.12%,0.6,₹139,,-2,-2,
543531,Tierra Agrotech Ltd,2013,₹275 Cr,Micro Cap,Consumer Cyclical,Textiles & Apparel,₹42,-0.33%,₹36,₹85,18.18%,-50.29%,₹43,₹43,₹49,-0.33%,5.28%,-10.90%,-1.01%,-20.09%,-27.05%,-71.57%,,1720,2427,8629,7996,8489,-78.76%,-70.03%,10.65%,-79.87%,-71.61%,1.64%,-5.81%,0.2,₹42,,-2,-2,
533193,Kirloskar Electric Company Ltd,1946,₹821 Cr,Small Cap,Industrials,"Machinery, Equipment & Components",₹124,-0.60%,₹105,₹229,17.79%,-45.84%,₹135,₹136,₹150,-0.60%,-4.99%,-12.23%,4.92%,-22.63%,-37.33%,199.03%,1099.61%,14459,11708,12947,29480,26755,-51.35%,-60.61%,-56.68%,-46.16%,-56.41%,-51.61%,10.19%,0.5,₹125,221,1,1,
AURUM,Aurum Proptech Ltd,2013,"₹1,895 Cr",Small Cap,Real Estate,Real Estate Operations,₹188,0.81%,₹144,₹265,30.39%,-28.89%,₹195,₹198,₹200,0.81%,-0.50%,-3.50%,13.30%,-11.60%,-2.47%,68.04%,,136075,127288,200991,135615,93511,0.34%,-6.14%,48.21%,45.52%,36.12%,114.94%,45.03%,1.0,₹187,,-5,-5,
KANORICHEM,Kanoria Chemicals and Industries Ltd,1960,₹393 Cr,Micro Cap,Basic Materials,Chemicals,₹90,0.54%,₹73,₹177,23.27%,-49.12%,₹91,₹93,₹99,0.54%,-0.16%,0.63%,8.91%,-15.78%,-24.46%,-30.48%,143.90%,40705,18397,14883,27583,44607,47.57%,-33.30%,-46.04%,-8.75%,-58.76%,-66.63%,-38.16%,1.5,₹90,,-19,-19,
ITC,ITC Ltd,1910,"₹518,164 Cr",Mega Cap,Consumer Defensive,Food & Tobacco,₹414,-0.73%,₹390,₹529,6.06%,-21.70%,₹416,₹417,₹434,-0.73%,1.31%,-0.56%,-3.90%,-9.08%,-14.91%,32.14%,111.07%,8495104,14290333,9348535,19166718,17205476,-55.68%,-25.44%,-51.23%,-50.63%,-16.94%,-45.67%,11.40%,0.4,₹417,15,28,16,76.71%
512531,State Trading Corporation of India Ltd,1956,₹743 Cr,Small Cap,Industrials,Diversified Industrial Goods Wholesale,₹123,-1.00%,₹103,₹218,19.56%,-43.57%,₹134,₹144,₹139,-1.00%,-1.20%,-14.00%,4.36%,-11.15%,-39.06%,41.07%,130.40%,594,762,1041,19682,13833,-97.03%,-96.19%,-94.68%,-95.71%,-94.49%,-92.47%,42.29%,0.0,₹124,21,6,6,
TEXRAIL,Texmaco Rail & Engineering Ltd,1998,"₹5,791 Cr",Mid Cap,Industrials,"Machinery, Equipment & Components",₹145,-0.05%,₹119,₹263,21.77%,-44.86%,₹156,₹164,₹169,-0.05%,-4.79%,-15.17%,10.02%,-12.59%,-39.35%,234.44%,514.06%,1150657,934157,1390109,3393685,2910388,-66.09%,-72.47%,-59.04%,-60.46%,-67.90%,-52.24%,16.61%,0.3,₹145,23,6,6,
533208,Emami Paper Mills Ltd,1981,₹574 Cr,Small Cap,Basic Materials,Paper & Forest Products,₹94,-1.28%,₹78,₹140,20.77%,-32.71%,₹100,₹99,₹100,-1.28%,-2.81%,-14.76%,6.27%,-8.19%,-28.83%,-45.97%,33.24%,3294,5157,6296,5537,4841,-40.89%,-7.45%,15.55%,-32.14%,6.25%,30.05%,14.37%,0.6,₹95,38,2,3,-25.00%
HEXATRADEX,Hexa Tradex Ltd,2010,"₹1,001 Cr",Small Cap,Industrials,Diversified Industrial Goods Wholesale,₹181,1.13%,₹174,₹372,4.11%,-51.22%,₹183,₹184,₹218,1.13%,-1.24%,-1.12%,0.15%,-5.07%,-14.20%,8.53%,668.01%,2996,3987,5047,12073,12829,-75.18%,-66.98%,-58.20%,-76.65%,-68.92%,-60.66%,-5.89%,0.2,₹179,,-5,-5,
504220,W S Industries (India) Ltd,1961,₹496 Cr,Micro Cap,Industrials,"Machinery, Equipment & Components",₹78,-4.53%,₹64,₹170,22.74%,-54.12%,₹90,₹85,₹92,-4.53%,-11.49%,-21.56%,16.64%,-22.39%,-50.06%,434.98%,5511.51%,22276,5591,10403,11871,18304,87.65%,-52.90%,-12.37%,21.70%,-69.46%,-43.17%,-35.15%,1.9,₹82,,-3,-3,
JAYSREETEA,Jay Shree Tea and Industries Ltd,1945,₹325 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹113,1.07%,₹86,₹167,31.41%,-32.43%,₹112,₹110,₹111,1.07%,2.88%,-0.65%,21.58%,3.51%,-5.47%,27.84%,87.97%,85823,55812,64965,131226,117240,-34.60%,-57.47%,-50.49%,-26.80%,-52.40%,-44.59%,11.93%,0.7,₹111,4,27,27,
537536,Denis Chem Lab Ltd,1980,₹132 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹95,-0.17%,₹88,₹193,7.72%,-50.89%,₹99,₹102,₹124,0.28%,-5.60%,-5.36%,0.35%,-36.43%,-47.72%,37.96%,84.94%,9663,6496,6194,9362,12761,3.21%,-30.62%,-33.84%,-24.43%,-49.20%,-51.46%,-26.63%,1.0,₹95,16,6,6,
523371,Mawana Sugars Ltd,1961,₹350 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹90,-0.22%,₹79,₹137,14.25%,-34.32%,₹98,₹101,₹96,-0.22%,-6.81%,-11.14%,4.32%,-6.97%,-14.60%,-1.61%,235.37%,10559,4132,6362,10131,8945,4.22%,-59.22%,-37.20%,18.22%,-53.74%,-28.88%,13.26%,1.0,₹90,3,28,28,
ZUARI,Zuari Agro Chemicals Ltd,1967,"₹1,439 Cr",Small Cap,Basic Materials,Chemicals,₹345,2.39%,₹169,₹357,103.84%,-3.36%,₹238,₹224,₹214,2.39%,39.07%,66.84%,58.99%,70.65%,67.19%,108.78%,289.06%,3937769,11899031,3134513,1253387,805613,214.17%,849.35%,150.08%,388.79%,1377.02%,289.08%,55.58%,3.1,₹337,6,61,39,54.53%
NELCAST,Nelcast Ltd,1982,"₹1,493 Cr",Small Cap,Basic Materials,Metals & Mining,₹171,-1.72%,₹79,₹181,117.76%,-5.44%,₹154,₹145,₹117,-1.72%,5.85%,21.17%,102.45%,64.03%,22.72%,148.98%,238.38%,415353,3653829,1104050,561478,339314,-26.03%,550.75%,96.63%,22.41%,976.83%,225.38%,65.47%,0.7,₹174,36,5,4,12.35%
516108,South India Paper Mills Ltd,1959,₹160 Cr,Micro Cap,Basic Materials,Paper & Forest Products,₹85,-0.53%,₹74,₹120,15.51%,-28.90%,₹84,₹85,₹92,-0.53%,7.23%,-0.90%,8.70%,-12.70%,-19.92%,-33.86%,39.18%,2889,27786,10477,14716,18339,-80.62%,86.40%,-28.80%,-84.36%,50.45%,-42.87%,-19.76%,0.2,₹86,,-3,-5,-39.69%
AIROLAM,Airo Lam Ltd,2007,₹160 Cr,Micro Cap,Consumer Cyclical,Homebuilding & Construction Supplies,₹106,-1.60%,₹84,₹164,27.43%,-35.12%,₹113,₹110,₹110,-1.60%,-6.04%,-2.23%,21.01%,-11.77%,-11.55%,61.70%,,8245,8238,13814,25510,17316,-67.68%,-67.71%,-45.85%,-52.39%,-52.43%,-20.23%,47.32%,0.3,₹108,59,2,2,
TIMETECHNO,Time Technoplast Ltd,1989,"₹10,532 Cr",Mid Cap,Basic Materials,Containers & Packaging,₹467,1.73%,₹303,₹514,54.13%,-8.99%,₹458,₹438,₹411,1.73%,4.42%,4.99%,48.57%,19.13%,53.17%,327.83%,1087.80%,782069,1220452,1029575,1176784,1169869,-33.54%,3.71%,-12.51%,-33.15%,4.32%,-11.99%,0.59%,0.7,₹459,27,17,17,
526415,OK Play India Ltd,1988,₹404 Cr,Micro Cap,Consumer Cyclical,Leisure Products,₹11,0.82%,₹8,₹19,31.72%,-41.42%,₹11,₹10,₹13,0.82%,-3.47%,-0.62%,14.27%,-38.58%,-18.46%,271.00%,482.72%,104070,734876,481925,661597,754397,-84.48%,9.61%,-28.12%,-86.20%,-2.59%,-36.12%,-12.30%,0.2,₹11,,0,0,
AVROIND,Avro India Ltd,1996,₹220 Cr,Micro Cap,Consumer Cyclical,Household Goods,₹165,2.88%,₹113,₹231,45.71%,-28.51%,₹155,₹168,₹175,2.68%,5.81%,-2.69%,8.68%,-20.66%,37.18%,35.19%,,25741,65788,43547,33985,28004,-24.26%,93.58%,28.14%,-8.08%,134.93%,55.50%,21.36%,0.8,₹160,60,3,3,
532928,Transformers and Rectifiers (India) Ltd,1994,"₹8,254 Cr",Mid Cap,Industrials,"Machinery, Equipment & Components",₹544,-2.72%,₹299,₹650,81.77%,-16.41%,₹509,₹504,₹540,-2.72%,6.78%,11.22%,12.58%,-29.88%,55.69%,3018.19%,10351.92%,152784,256191,111559,101286,123030,50.84%,152.94%,10.14%,24.43%,108.66%,-9.32%,-17.67%,1.5,₹559,139,5,5,
KAMOPAINTS,Kamdhenu Ventures Ltd,2019,₹285 Cr,Micro Cap,Basic Materials,Chemicals,₹9,-1.08%,₹9,₹59,1.22%,-84.44%,₹10,₹11,₹13,-1.08%,-5.10%,-8.25%,-15.08%,-39.92%,-75.69%,,,411951,327308,276609,527886,551407,-21.96%,-38.00%,-47.60%,-25.29%,-40.64%,-49.84%,-4.27%,0.8,₹9,43,0,0,
AEROFLEX,Aeroflex Industries Ltd,1993,"₹2,443 Cr",Small Cap,Basic Materials,Metals & Mining,₹189,-0.63%,₹147,₹272,28.48%,-30.51%,₹202,₹191,₹193,-0.63%,1.08%,-4.44%,19.98%,-24.97%,21.19%,,,649946,1260854,2517710,4443532,2873730,-85.37%,-71.62%,-43.34%,-77.38%,-56.12%,-12.39%,54.63%,0.1,₹190,52,4,4,-9.85%
500460,Mukand Ltd,1937,"₹1,939 Cr",Small Cap,Basic Materials,Metals & Mining,₹134,-3.11%,₹85,₹177,58.44%,-24.39%,₹141,₹132,₹120,-3.11%,-5.36%,-7.07%,36.21%,17.07%,-14.83%,15.60%,526.64%,23197,49382,37415,37335,31366,-38.24%,31.48%,1.42%,-26.20%,57.10%,19.29%,19.03%,0.6,₹138,26,5,5,
506194,Arihant Superstructures Ltd,1983,"₹1,804 Cr",Small Cap,Real Estate,Real Estate Operations,₹419,-3.80%,₹278,₹555,50.71%,-24.47%,₹427,₹397,₹410,-3.80%,-3.06%,5.30%,17.41%,-11.21%,41.69%,138.18%,1746.70%,1455,1934,4420,2830,2770,-48.97%,-32.17%,59.96%,-47.46%,-30.17%,59.60%,2.17%,0.5,₹436,34,9,9,
532937,Kuantum Papers Ltd,1997,"₹1,073 Cr",Small Cap,Basic Materials,Paper & Forest Products,₹122,-2.90%,₹97,₹156,25.68%,-21.65%,₹129,₹121,₹118,-2.90%,-6.53%,-3.51%,19.19%,2.82%,-17.28%,47.06%,143.00%,1829,3118,6924,5323,7266,-65.99%,-42.03%,30.09%,-74.99%,-57.36%,-4.71%,-26.75%,0.3,₹126,9,13,13,
VPRPL,Vishnu Prakash R Punglia Ltd,1986,"₹1,975 Cr",Small Cap,Industrials,Construction & Engineering,₹158,0.80%,₹148,₹346,7.09%,-54.16%,₹167,₹168,₹210,0.80%,-4.14%,-2.41%,-2.98%,-26.97%,-37.75%,,,362456,422505,879082,685711,697705,-47.14%,-38.38%,28.19%,-48.05%,-39.44%,26.00%,-1.72%,0.5,₹157,34,5,5,
500463,Black Box Ltd,1986,"₹8,758 Cr",Mid Cap,Technology,Software & IT Services,₹515,-0.17%,₹321,₹716,60.44%,-28.05%,₹519,₹521,₹507,-0.17%,1.99%,-4.15%,33.78%,4.07%,-5.82%,286.49%,698.33%,9790,10895,13204,31345,36121,-69.10%,-65.62%,-57.82%,-73.06%,-70.02%,-63.45%,-13.22%,0.3,₹516,,,,
HPL,HPL Electric & Power Ltd,1992,"₹3,821 Cr",Small Cap,Industrials,"Machinery, Equipment & Components",₹592,1.19%,₹339,₹694,74.53%,-14.75%,₹589,₹570,₹496,1.19%,6.60%,5.23%,50.28%,27.24%,8.50%,828.08%,1698.33%,447104,281720,583927,492241,360058,-9.17%,-42.77%,18.63%,24.18%,-21.76%,62.18%,36.71%,0.9,₹585,41,15,15,
518091,Anjani Portland Cement Ltd,1983,₹435 Cr,Micro Cap,Basic Materials,Construction Materials,₹150,3.77%,₹96,₹200,56.20%,-25.01%,₹148,₹144,₹143,3.77%,-0.56%,0.30%,20.93%,-3.26%,-20.15%,-28.67%,5.15%,1,330,355,692,2039,-99.86%,-52.33%,-48.66%,-99.95%,-83.83%,-82.58%,-66.08%,0.0,₹145,,-28,-28,
539889,Parag Milk Foods Ltd,1992,"₹2,796 Cr",Small Cap,Consumer Defensive,Food & Tobacco,₹235,-2.19%,₹135,₹261,73.76%,-10.09%,₹244,₹228,₹195,-2.19%,-6.81%,1.65%,20.35%,30.45%,27.62%,157.97%,153.65%,59858,54311,155478,123681,97770,-52.00%,-56.44%,28.34%,-38.97%,-44.63%,59.02%,26.50%,0.5,₹240,25,10,10,
GSLSU,Global Surfaces Ltd,1991,₹476 Cr,Micro Cap,Consumer Cyclical,Homebuilding & Construction Supplies,₹112,-2.04%,₹92,₹246,22.26%,-54.34%,₹118,₹122,₹135,-2.04%,-3.68%,-2.53%,6.65%,-16.14%,-41.05%,,,29876,72980,295095,267184,238034,-88.82%,-72.69%,10.45%,-87.45%,-69.34%,23.97%,12.25%,0.1,₹115,,-7,-7,
BROOKS,Brooks Laboratories Ltd,2002,₹473 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹160,1.17%,₹94,₹199,69.46%,-19.54%,₹154,₹144,₹142,1.17%,8.11%,14.20%,24.57%,2.12%,46.28%,91.27%,393.22%,48461,29547,18159,20212,43445,139.76%,46.18%,-10.16%,11.54%,-31.99%,-58.20%,-53.48%,2.4,₹158,,-4,-4,
512008,EFC (I) Ltd,1984,"₹3,249 Cr",Small Cap,Real Estate,Real Estate Operations,₹328,0.38%,₹171,₹374,91.22%,-12.32%,₹337,₹327,₹287,0.38%,-4.22%,5.03%,23.81%,24.23%,26.50%,,,147781,210409,379143,413512,382741,-64.62%,-49.63%,-6.60%,-61.59%,-45.31%,-0.94%,8.04%,0.4,₹326,,,,
542383,RITCO LOGISTICS Ltd,2001,₹815 Cr,Small Cap,Industrials,Freight & Logistics Services,₹289,1.26%,₹218,₹443,32.84%,-34.69%,₹298,₹291,₹319,1.26%,-0.34%,-2.36%,17.93%,-19.79%,-9.88%,82.39%,1388.17%,1871,4964,6725,9152,9712,-79.81%,-46.44%,-24.95%,-80.86%,-49.23%,-30.76%,-5.77%,0.2,₹286,19,15,15,
543597,Virtuoso Optoelectronics Ltd,2015,"₹1,601 Cr",Small Cap,Technology,Electronic Equipment & Parts,₹543,5.00%,₹280,₹690,93.88%,-21.33%,₹479,₹483,₹518,5.00%,12.31%,11.72%,3.53%,10.39%,91.11%,,,113500,31750,26364,29391,28213,286.18%,8.03%,-10.30%,312.70%,15.45%,-6.55%,4.17%,3.9,₹517,103,5,5,
543515,Sunrise Efficient Marketing Ltd,2002,₹324 Cr,Micro Cap,Industrials,"Machinery, Equipment & Components",₹216,-0.16%,₹39,₹225,452.43%,-3.96%,₹211,₹211,₹179,-0.16%,2.13%,5.24%,5.06%,25.87%,390.80%,,,11250,8438,14659,27926,31915,-60.09%,-70.07%,-47.42%,-64.94%,-73.70%,-54.07%,-12.50%,0.4,₹216,38,6,6,
543971,Bondada Engineering Ltd,2012,"₹4,854 Cr",Small Cap,Industrials,Construction & Engineering,₹435,-1.88%,₹330,₹754,31.82%,-42.31%,₹434,₹448,₹478,-1.88%,1.35%,0.31%,20.43%,-12.28%,-14.46%,,,79200,118700,100836,246150,293527,-68.17%,-52.29%,-59.06%,-73.02%,-59.56%,-65.65%,-16.14%,0.3,₹443,42,10,10,
KALAMANDIR,Sai Silks (Kalamandir) Limited,2008,"₹2,590 Cr",Small Cap,Consumer Cyclical,Specialty Retailers,₹176,-1.58%,₹113,₹202,55.75%,-12.69%,₹169,₹152,₹152,-1.58%,-6.43%,11.60%,53.34%,3.89%,11.72%,,,527305,961990,1745461,1377386,930500,-61.72%,-30.16%,26.72%,-43.33%,3.38%,87.58%,48.03%,0.4,₹179,23,8,6,32.59%
539112,SAB Industries Ltd,1983,₹245 Cr,Micro Cap,Industrials,Construction & Engineering,₹161,0.00%,₹136,₹308,18.15%,-47.76%,₹170,₹163,₹171,0.00%,-0.49%,-17.38%,-2.92%,-0.62%,-10.52%,85.71%,439.70%,21,311,407,233,196,-91.16%,30.99%,79.59%,-89.38%,57.26%,107.80%,18.99%,0.1,₹161,,-14,-14,
539991,Confidence Futuristic Energetech Ltd,1985,₹177 Cr,Micro Cap,Energy,Oil & Gas,₹71,2.72%,₹58,₹119,21.99%,-40.42%,₹73,₹77,₹84,2.72%,2.53%,-7.93%,-12.71%,-36.50%,-12.61%,,,10708,6612,12581,16361,17870,-34.91%,-59.81%,-22.98%,-40.28%,-63.12%,-29.60%,-8.44%,0.7,₹69,17,4,4,
EMSLIMITED,Ems Ltd,2010,"₹3,359 Cr",Small Cap,Industrials,Construction & Engineering,₹604,-1.11%,₹535,"₹1,016",12.89%,-40.55%,₹614,₹608,₹696,-1.11%,-1.48%,-0.86%,4.78%,-21.97%,-24.91%,,,84989,119246,243924,312268,328176,-72.78%,-61.81%,-21.89%,-74.10%,-63.66%,-25.67%,-4.85%,0.3,₹611,18,33,33,
524790,Everest Organics Ltd,1993,₹311 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹321,0.00%,₹113,₹477,184.89%,-32.81%,₹332,₹363,₹289,0.00%,-3.17%,-5.74%,-26.87%,21.96%,121.26%,122.26%,25.20%,612,688,1148,4039,5907,-85.05%,-83.19%,-71.33%,-89.72%,-88.44%,-80.56%,-31.63%,0.1,₹321,,-3,-3,
507779,Kanpur Plastipack Limited,1971,₹461 Cr,Micro Cap,Basic Materials,Containers & Packaging,₹203,-0.78%,₹102,₹249,99.31%,-18.46%,₹207,₹211,₹151,-0.78%,0.07%,-0.78%,53.97%,58.29%,70.00%,70.00%,311.16%,1142,3435,1908,7158,4725,-84.26%,-52.64%,-73.19%,-75.99%,-27.77%,-59.61%,51.49%,0.2,₹205,40,5,5,
531569,Sanjivani Paranteral Ltd,1994,₹274 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹223,3.48%,₹205,₹397,8.87%,-43.75%,₹226,₹229,₹277,3.48%,2.48%,2.53%,-1.41%,-33.63%,-4.78%,354.79%,2414.64%,3424,4379,8759,7980,9923,-57.55%,-45.71%,13.32%,-65.70%,-56.13%,-11.73%,-19.59%,0.4,₹216,34,7,7,
532362,Nagpur Power And Industries Ltd,1996,₹147 Cr,Micro Cap,Industrials,"Machinery, Equipment & Components",₹112,0.00%,₹87,₹171,28.62%,-34.58%,₹117,₹122,₹127,0.00%,-1.97%,-10.48%,-4.60%,-17.69%,-12.92%,83.89%,287.20%,415,7776,2964,2717,3566,-84.93%,182.44%,12.08%,-88.45%,116.49%,-16.86%,-23.81%,0.2,₹112,53,2,2,
THOMASCOTT,Thomas Scott (India) Ltd,2010,₹461 Cr,Micro Cap,Consumer Cyclical,Specialty Retailers,₹315,-1.61%,₹186,₹509,69.86%,-38.06%,₹348,₹341,₹344,-1.61%,0.32%,-16.13%,-0.36%,-29.65%,40.05%,761.34%,6205.00%,12517,16916,21209,40693,26571,-69.24%,-58.43%,-47.88%,-52.89%,-36.34%,-20.18%,53.15%,0.3,₹320,27,12,12,
533181,Intrasoft Technologies Ltd,1996,₹161 Cr,Micro Cap,Technology,Software & IT Services,₹99,-0.80%,₹90,₹191,10.06%,-48.28%,₹106,₹109,₹120,-0.80%,-4.62%,-10.49%,4.32%,-24.14%,-20.39%,-45.24%,48.20%,1431,2756,2286,3249,4128,-56.35%,-15.94%,-29.02%,-65.52%,-33.61%,-44.62%,-21.29%,0.4,₹100,13,8,8,
BEDMUTHA,Bedmutha Industries Ltd,1990,₹458 Cr,Micro Cap,Basic Materials,Metals & Mining,₹142,0.92%,₹135,₹260,5.18%,-45.32%,₹146,₹152,₹175,0.92%,-1.44%,-4.70%,-11.54%,-25.98%,-30.04%,89.71%,936.50%,9833,10804,15620,15785,16519,-37.71%,-31.55%,-1.04%,-40.47%,-34.60%,-5.44%,-4.44%,0.6,₹141,18,8,8,
530549,Shilpa Medicare Ltd,1987,"₹8,409 Cr",Mid Cap,Healthcare,Pharmaceuticals,₹864,1.35%,₹531,"₹1,003",62.85%,-13.89%,₹895,₹899,₹784,1.35%,-3.42%,-2.52%,35.49%,18.64%,29.74%,111.17%,44.24%,3088,2329,5033,13140,13009,-76.78%,-82.49%,-61.46%,-76.41%,-82.21%,-61.31%,1.00%,0.2,₹852,107,8,8,
530215,Kings Infra Ventures Ltd,1987,₹365 Cr,Micro Cap,Consumer Defensive,Food & Tobacco,₹149,1.67%,₹106,₹188,40.57%,-20.74%,₹137,₹134,₹138,1.67%,2.44%,10.62%,19.53%,-1.03%,-9.86%,84.52%,496.00%,14948,41207,21159,15601,16680,-4.25%,163.95%,37.43%,-10.46%,146.83%,26.85%,-6.47%,1.0,₹147,28,5,5,
514354,Premier Polyfilm Ltd(NDA),1992,₹495 Cr,Micro Cap,Consumer Cyclical,Homebuilding & Construction Supplies,₹47,-2.26%,₹40,₹86,18.13%,-44.50%,₹52,₹52,₹61,-2.26%,-6.96%,-9.06%,-15.83%,-27.69%,10.96%,127.01%,1063.97%,23996,4350,10650,14220,15713,70.61%,-69.07%,-25.11%,53.39%,-72.19%,-32.22%,-9.50%,1.7,₹49,19,2,2,
504036,Hind Rectifiers Ltd,1958,"₹3,395 Cr",Small Cap,Industrials,"Machinery, Equipment & Components","₹1,982",-0.43%,₹781,"₹2,020",153.67%,-1.88%,"₹1,510","₹1,369","₹1,179",-0.43%,15.77%,47.27%,112.69%,78.31%,143.06%,990.92%,1577.23%,14468,83118,27521,13642,8835,6.05%,509.27%,101.73%,64.68%,846.05%,211.50%,54.41%,1.1,"₹1,990",79,25,22,15.69%
531508,Eveready Industries India Ltd,1934,"₹2,906 Cr",Small Cap,Industrials,"Machinery, Equipment & Components",₹401,-1.78%,₹273,₹505,46.83%,-20.67%,₹394,₹348,₹345,-1.78%,-4.38%,26.22%,33.14%,14.75%,-1.97%,12.55%,174.44%,34725,24629,26471,14173,11828,150.78%,77.87%,88.33%,198.40%,111.64%,123.80%,19.83%,2.5,₹408,35,11,11,
GRASIM,Grasim Industries Ltd,1947,"₹189,984 Cr",Large Cap,Basic Materials,Construction Materials,"₹2,793",0.18%,"₹2,277","₹2,896",22.65%,-3.57%,"₹2,756","₹2,722","₹2,598",0.18%,1.73%,0.49%,3.48%,12.40%,6.57%,75.39%,342.23%,782631,607363,710761,748451,698049,4.57%,-18.85%,-5.04%,12.12%,-12.99%,1.82%,7.22%,1.0,"₹2,788",50,56,56,
EIFFL,Euro India Fresh Foods Ltd,2009,₹585 Cr,Small Cap,Consumer Defensive,Food & Tobacco,₹236,-0.67%,₹146,₹292,61.64%,-19.19%,₹247,₹235,₹208,-0.67%,-4.40%,-12.82%,6.13%,23.59%,59.13%,105.57%,,6371,5105,17737,36565,35270,-82.58%,-86.04%,-51.49%,-81.94%,-85.53%,-49.71%,3.67%,0.2,₹238,104,2,2,
KHADIM,Khadim India Limited,1981,₹506 Cr,Small Cap,Consumer Cyclical,Textiles & Apparel,₹267,0.00%,₹252,₹429,5.96%,-37.76%,₹279,₹276,₹314,0.00%,-5.43%,5.62%,-3.09%,-25.36%,-31.69%,11.50%,138.98%,8246,18429,48308,44919,41755,-81.64%,-58.97%,7.54%,-80.25%,-55.87%,15.69%,7.58%,0.2,₹267,25,11,11,
ZODIAC,Zodiac Energy Ltd,1992,₹667 Cr,Small Cap,Energy,Renewable Energy,₹441,-0.38%,₹319,₹809,38.36%,-45.50%,₹461,₹474,₹461,-0.38%,-1.24%,-7.05%,30.02%,6.96%,-38.75%,211.73%,,4390,7380,9342,58462,52694,-92.49%,-87.38%,-84.02%,-91.67%,-85.99%,-82.27%,10.95%,0.1,₹443,33,13,13,
HILTON,Hilton Metal Forging Ltd,2005,₹133 Cr,Micro Cap,Basic Materials,Metals & Mining,₹57,-3.46%,₹51,₹123,11.68%,-53.61%,₹63,₹67,₹79,-3.46%,-4.80%,-6.98%,2.33%,-37.05%,-32.46%,14.54%,599.02%,104026,55604,77695,230390,202902,-54.85%,-75.87%,-66.28%,-48.73%,-72.60%,-61.71%,13.55%,0.5,₹59,21,3,3,
BOROLTD,Borosil Ltd,2010,"₹3,908 Cr",Small Cap,Consumer Cyclical,Household Goods,₹327,1.63%,₹283,₹516,15.66%,-36.64%,₹334,₹344,₹369,1.63%,-1.64%,0.68%,3.89%,-14.41%,-9.60%,-9.27%,102.85%,51095,38852,101860,119657,152332,-57.30%,-67.53%,-14.87%,-66.46%,-74.49%,-33.13%,-21.45%,0.4,₹322,52,6,6,
517059,Salzer Electronics Ltd,1985,"₹1,547 Cr",Small Cap,Industrials,"Machinery, Equipment & Components",₹873,0.53%,₹781,"₹1,650",11.74%,-47.09%,₹845,₹890,"₹1,064",0.53%,10.48%,-1.19%,-1.64%,-21.42%,2.39%,379.54%,915.12%,5925,11398,7478,10430,12637,-43.58%,8.54%,-28.09%,-53.32%,-10.20%,-40.83%,-17.46%,0.6,₹868,20,22,22,
ZUARIIND,Zuari Industries Ltd,1967,₹951 Cr,Small Cap,Consumer Defensive,Food & Tobacco,₹315,-1.52%,₹230,₹407,36.75%,-22.78%,₹280,₹282,₹290,-1.52%,7.87%,14.84%,11.84%,8.22%,-9.78%,86.81%,,699495,797162,238502,117259,106971,496.54%,579.83%,103.40%,553.91%,645.21%,122.96%,9.62%,6.0,₹319,,,,
504240,Delton Cables Ltd,1964,₹700 Cr,Small Cap,Industrials,"Machinery, Equipment & Components",₹810,-4.66%,₹490,"₹1,375",65.32%,-41.09%,₹766,₹757,₹783,-4.66%,-2.88%,15.35%,40.63%,6.94%,64.31%,1187.84%,2204.55%,23599,8737,12677,9021,6795,161.61%,-3.15%,40.53%,247.28%,28.57%,86.55%,32.75%,2.6,₹850,34,24,24,
524542,Sukhjit Starch And Chemicals Ltd,1944,₹547 Cr,Small Cap,Consumer Defensive,Food & Tobacco,₹176,1.15%,₹170,₹324,3.55%,-45.60%,₹176,₹186,₹220,1.15%,1.06%,-2.86%,-14.18%,-24.43%,-27.35%,-30.78%,107.84%,1335,4664,3217,3269,2687,-59.55%,41.33%,0.18%,-50.52%,72.87%,19.72%,21.69%,0.4,₹174,14,13,13,
